trail_id,user_id,split,sequence_length,category_sequence,raw_category_sequence,venue_id_sequence,target_next_category,history_categories
2013_3710520,186093,train,2,penginapan > belanja,Hotel > Shopping Mall,21166 > 23,belanja,penginapan
2013_3714896,186185,train,2,kuliner > belanja,Café > Clothing Store,14590 > 3363,belanja,kuliner
2013_3714897,186185,train,2,penginapan > kuliner,Hotel > Chinese Restaurant,7409 > 10725,kuliner,penginapan
2013_3714898,186185,train,4,hiburan > kuliner > kuliner > kuliner,Multiplex > Coffee Shop > Dessert Shop > Eastern European Restaurant,18 > 19281 > 20598 > 528,kuliner,hiburan > kuliner > kuliner
2013_371766,14517,train,2,religi > kuliner,Mosque > Ramen Restaurant,6870 > 8850,kuliner,religi
2013_3720636,186310,train,2,kuliner > kuliner,Pizza Place > Dessert Shop,9845 > 2178,kuliner,kuliner
2013_3720637,186310,test,2,kuliner > kuliner,Café > Food Truck,12828 > 5987,kuliner,kuliner
2013_3720638,186310,train,2,kuliner > kuliner,Indonesian Restaurant > Indonesian Restaurant,890 > 1430,kuliner,kuliner
2013_3720640,186310,test,2,kuliner > hiburan,Sushi Restaurant > Multiplex,248 > 18,hiburan,kuliner
2013_3720643,186310,train,2,kuliner > kuliner,Coffee Shop > Restaurant,378 > 3443,kuliner,kuliner
2013_3720646,186310,test,2,kuliner > kuliner,Coffee Shop > Restaurant,378 > 3443,kuliner,kuliner
2013_3720647,186310,test,2,kuliner > hiburan,Sushi Restaurant > Multiplex,18357 > 18,hiburan,kuliner
2013_3720649,186310,validation,2,kuliner > kuliner,Fried Chicken Joint > Café,2 > 38,kuliner,kuliner
2013_3720650,186310,validation,2,kuliner > hiburan,Coffee Shop > Multiplex,19281 > 18,hiburan,kuliner
2013_3720659,186310,train,2,hiburan > kuliner,Multiplex > Indonesian Restaurant,297 > 290,kuliner,hiburan
2013_3720661,186310,train,2,belanja > kuliner,Bookstore > Steakhouse,9577 > 23114,kuliner,belanja
2013_3720664,186310,train,2,hiburan > kuliner,Multiplex > Ramen Restaurant,18 > 4292,kuliner,hiburan
2013_3720665,186310,validation,2,kuliner > belanja,Soup Place > Bookstore,7719 > 83,belanja,kuliner
2013_3720666,186310,train,2,kuliner > kuliner,Food Court > Indonesian Restaurant,8705 > 290,kuliner,kuliner
2013_3720667,186310,test,2,kuliner > hiburan,Donut Shop > Multiplex,23848 > 369,hiburan,kuliner
2013_3720669,186310,train,4,kuliner > kuliner > belanja > kuliner,Japanese Restaurant > Café > Shopping Mall > Spanish Restaurant,25872 > 13401 > 6 > 19141,kuliner,kuliner > kuliner > belanja
2013_3720673,186310,train,2,kuliner > kuliner,Fast Food Restaurant > Tea Room,12666 > 14441,kuliner,kuliner
2013_3720674,186310,test,2,hiburan > kuliner,Multiplex > Coffee Shop,18 > 20416,kuliner,hiburan
2013_3720675,186310,train,2,kuliner > belanja,Seafood Restaurant > Bookstore,11095 > 83,belanja,kuliner
2013_3720678,186310,train,2,kuliner > hiburan,Indonesian Restaurant > Multiplex,27146 > 369,hiburan,kuliner
2013_3720679,186310,train,2,kuliner > kuliner,Steakhouse > Ice Cream Shop,26924 > 22771,kuliner,kuliner
2013_3720943,186316,train,2,kuliner > kuliner,Ramen Restaurant > Café,435 > 1509,kuliner,kuliner
2013_3720960,186316,validation,2,penginapan > penginapan,Hotel > Hotel,3867 > 9679,penginapan,penginapan
2013_3724936,186412,train,3,belanja > belanja > belanja,Bookstore > Shopping Mall > Shopping Mall,83 > 3202 > 6,belanja,belanja > belanja
2013_3724937,186412,train,2,kuliner > belanja,Pizza Place > Shopping Mall,2004 > 8024,belanja,kuliner
2013_3724939,186412,validation,2,kuliner > kuliner,Food Truck > Indonesian Restaurant,7900 > 412,kuliner,kuliner
2013_3724941,186412,validation,3,kuliner > belanja > hiburan,Asian Restaurant > Shopping Mall > Multiplex,1774 > 1 > 297,hiburan,kuliner > belanja
2013_3724942,186412,train,2,kuliner > kuliner,Indonesian Restaurant > Food Truck,16495 > 10018,kuliner,kuliner
2013_3724944,186412,validation,2,kuliner > kuliner,Indonesian Restaurant > Ice Cream Shop,16495 > 18751,kuliner,kuliner
2013_3724945,186412,train,4,belanja > belanja > kuliner > kuliner,Shopping Mall > Shopping Mall > Tea Room > Bakery,23 > 1 > 20658 > 2647,kuliner,belanja > belanja > kuliner
2013_3724946,186412,train,3,kuliner > kuliner > kuliner,Sushi Restaurant > Japanese Restaurant > Sushi Restaurant,19024 > 22278 > 19024,kuliner,kuliner > kuliner
2013_3724949,186412,train,2,kuliner > kuliner,Indonesian Restaurant > Asian Restaurant,23122 > 17547,kuliner,kuliner
2013_3724950,186412,train,3,belanja > belanja > kuliner,Shopping Mall > Boutique > Café,3202 > 3002 > 23960,kuliner,belanja > belanja
2013_3724951,186412,train,2,kuliner > kuliner,Fried Chicken Joint > Burger Joint,17 > 13431,kuliner,kuliner
2013_3724953,186412,train,2,belanja > kuliner,Shopping Mall > Burger Joint,6 > 13431,kuliner,belanja
2013_3724954,186412,validation,2,belanja > kuliner,Shopping Mall > Food Court,3202 > 8329,kuliner,belanja
2013_3724955,186412,train,2,kuliner > kuliner,Indonesian Restaurant > Fried Chicken Joint,412 > 3141,kuliner,kuliner
2013_3724960,186412,validation,2,kuliner > belanja,Indonesian Restaurant > Shopping Mall,412 > 65,belanja,kuliner
2013_3724965,186412,train,3,belanja > kuliner > kuliner,Shopping Mall > Café > Soup Place,65 > 9541 > 7719,kuliner,belanja > kuliner
2013_3724967,186412,train,3,belanja > kuliner > kuliner,Shopping Mall > Burger Joint > Fast Food Restaurant,13 > 13431 > 9387,kuliner,belanja > kuliner
2013_3724968,186412,train,5,kuliner > belanja > belanja > belanja > hiburan,Food Court > Shopping Mall > Shopping Mall > Shopping Mall > Multiplex,1077 > 1646 > 11 > 1 > 297,hiburan,kuliner > belanja > belanja > belanja
2013_3724970,186412,train,3,belanja > kuliner > kuliner,Shopping Mall > Asian Restaurant > Pizza Place,6 > 1218 > 21913,kuliner,belanja > kuliner
2013_3724971,186412,train,5,religi > kuliner > belanja > kuliner > kuliner,Mosque > Food Court > Shopping Mall > Bakery > Burger Joint,5950 > 1077 > 6 > 351 > 1171,kuliner,religi > kuliner > belanja > kuliner
2013_3724973,186412,train,2,penginapan > kuliner,Bed & Breakfast > Café,18612 > 22179,kuliner,penginapan
2013_3724974,186412,train,2,kuliner > kuliner,Food Court > Breakfast Spot,4134 > 26593,kuliner,kuliner
2013_3724975,186412,train,3,kuliner > kuliner > penginapan,Food Court > Food Court > Bed & Breakfast,7551 > 1077 > 18612,penginapan,kuliner > kuliner
2013_3724977,186412,train,2,belanja > penginapan,Shopping Mall > Bed & Breakfast,6751 > 18612,penginapan,belanja
2013_3724980,186412,train,3,kuliner > kuliner > kuliner,Food Court > Food Court > Ramen Restaurant,7551 > 1077 > 27469,kuliner,kuliner > kuliner
2013_3724981,186412,test,2,kuliner > kuliner,Food Court > Ramen Restaurant,1077 > 15708,kuliner,kuliner
2013_3724982,186412,test,2,kuliner > kuliner,Food Court > Ramen Restaurant,15890 > 27469,kuliner,kuliner
2013_3724983,186412,train,2,kuliner > kuliner,Fast Food Restaurant > Sushi Restaurant,4553 > 248,kuliner,kuliner
2013_3724985,186412,train,2,belanja > belanja,Shopping Mall > Clothing Store,3202 > 18305,belanja,belanja
2013_3724986,186412,train,2,kuliner > kuliner,Food Court > Steakhouse,1077 > 20963,kuliner,kuliner
2013_3724988,186412,train,2,kuliner > hiburan,Ramen Restaurant > Multiplex,27469 > 2120,hiburan,kuliner
2013_3724989,186412,validation,3,belanja > belanja > kuliner,Department Store > Shopping Mall > Pizza Place,932 > 258 > 3195,kuliner,belanja > belanja
2013_3724990,186412,test,2,belanja > belanja,Shopping Mall > Department Store,6751 > 21659,belanja,belanja
2013_3724993,186412,test,3,belanja > kuliner > kuliner,Shopping Mall > Café > Café,6751 > 22179 > 13793,kuliner,belanja > kuliner
2013_3724995,186412,validation,2,belanja > kuliner,Shopping Mall > Steakhouse,6 > 11008,kuliner,belanja
2013_3725354,186421,train,2,hiburan > kuliner,Music Venue > Chinese Restaurant,18561 > 15870,kuliner,hiburan
2013_3725355,186421,train,2,kuliner > kuliner,Restaurant > Bakery,1163 > 905,kuliner,kuliner
2013_3725363,186421,train,3,kuliner > kuliner > kuliner,Steakhouse > Restaurant > BBQ Joint,5363 > 5757 > 3601,kuliner,kuliner > kuliner
2013_3725364,186421,train,2,hiburan > kuliner,Piano Bar > Indonesian Restaurant,21719 > 2881,kuliner,hiburan
2013_3725365,186421,train,2,kuliner > budaya_edukasi,Café > Art Gallery,21723 > 20359,budaya_edukasi,kuliner
2013_3725375,186421,train,2,hiburan > belanja,Music Venue > Shopping Mall,18561 > 11,belanja,hiburan
2013_3725379,186421,test,2,kuliner > alam_santai,Food Truck > Park,26725 > 23463,alam_santai,kuliner
2013_3725380,186421,test,2,budaya_edukasi > budaya_edukasi,Movie Theater > Performing Arts Venue,23228 > 6274,budaya_edukasi,budaya_edukasi
2013_3725382,186421,train,3,belanja > kuliner > hiburan,Shopping Mall > Dim Sum Restaurant > Arcade,11 > 19914 > 2311,hiburan,belanja > kuliner
2013_3725397,186421,train,2,hiburan > kuliner,Bar > Indonesian Restaurant,27179 > 2341,kuliner,hiburan
2013_3725408,186421,train,3,hiburan > belanja > kuliner,Music Venue > Clothing Store > Snack Place,18561 > 939 > 8479,kuliner,hiburan > belanja
2013_3726923,186451,train,3,religi > kuliner > kuliner,Mosque > Donut Shop > Japanese Restaurant,448 > 76 > 319,kuliner,religi > kuliner
2013_3726926,186451,test,2,kuliner > alam_santai,Pizza Place > Other Great Outdoors,11086 > 2242,alam_santai,kuliner
2013_3726928,186451,test,2,religi > kuliner,Mosque > Fast Food Restaurant,448 > 20186,kuliner,religi
2013_3726935,186451,train,4,belanja > kuliner > belanja > belanja,Shopping Mall > Asian Restaurant > Bookstore > Shopping Mall,23 > 984 > 83 > 3202,belanja,belanja > kuliner > belanja
2013_3726937,186451,train,2,religi > alam_santai,Mosque > Park,448 > 1279,alam_santai,religi
2013_3726939,186451,test,2,kuliner > belanja,Soup Place > Department Store,926 > 63,belanja,kuliner
2013_3726943,186451,test,2,kuliner > kuliner,Burger Joint > Food Court,12581 > 898,kuliner,kuliner
2013_3726947,186451,train,4,belanja > belanja > kuliner > belanja,Shopping Mall > Shopping Mall > Food Truck > Department Store,3202 > 6751 > 10806 > 9853,belanja,belanja > belanja > kuliner
2013_3726958,186451,train,2,belanja > kuliner,Shopping Mall > Japanese Restaurant,6751 > 87,kuliner,belanja
2013_3726963,186451,test,2,belanja > kuliner,Clothing Store > Food Court,27530 > 21781,kuliner,belanja
2013_3726964,186451,test,2,belanja > kuliner,Department Store > Donut Shop,23313 > 26045,kuliner,belanja
2013_3726965,186451,train,2,belanja > kuliner,Shopping Mall > Café,1 > 26402,kuliner,belanja
2013_3726966,186451,validation,3,belanja > kuliner > kuliner,Department Store > Cupcake Shop > Café,63 > 5676 > 98,kuliner,belanja > kuliner
2013_3726968,186451,validation,2,belanja > kuliner,Department Store > Restaurant,9842 > 9240,kuliner,belanja
2013_3730919,186534,train,2,kuliner > kuliner,Ice Cream Shop > Food Court,3708 > 444,kuliner,kuliner
2013_3730926,186534,train,2,religi > hiburan,Mosque > Arcade,406 > 7640,hiburan,religi
2013_3730927,186534,train,4,belanja > hiburan > kuliner > belanja,Bookstore > Arcade > Coffee Shop > Shopping Mall,4924 > 6024 > 388 > 23,belanja,belanja > hiburan > kuliner
2013_3730931,186534,validation,2,belanja > kuliner,Shopping Mall > Bakery,11 > 3480,kuliner,belanja
2013_3730952,186534,train,5,belanja > belanja > hiburan > kuliner > hiburan,Bookstore > Shopping Mall > Karaoke Bar > Food Court > Arcade,302 > 13 > 935 > 3177 > 7640,hiburan,belanja > belanja > hiburan > kuliner
2013_3730954,186534,train,4,kuliner > belanja > belanja > kuliner,Fried Chicken Joint > Shopping Mall > Clothing Store > Coffee Shop,19195 > 1 > 387 > 388,kuliner,kuliner > belanja > belanja
2013_3730957,186534,train,2,hiburan > kuliner,Arcade > Food Court,3877 > 3045,kuliner,hiburan
2013_3730964,186534,validation,3,kuliner > kuliner > kuliner,Bakery > Coffee Shop > Fried Chicken Joint,2647 > 758 > 102,kuliner,kuliner > kuliner
2013_3730965,186534,train,2,kuliner > kuliner,Food Court > Coffee Shop,444 > 18175,kuliner,kuliner
2013_3730966,186534,train,2,kuliner > kuliner,Coffee Shop > Donut Shop,758 > 76,kuliner,kuliner
2013_3730967,186534,validation,4,kuliner > belanja > kuliner > kuliner,Fried Chicken Joint > Department Store > Asian Restaurant > Coffee Shop,17 > 1202 > 921 > 378,kuliner,kuliner > belanja > kuliner
2013_3730985,186534,test,3,kuliner > belanja > kuliner,Asian Restaurant > Shopping Mall > Coffee Shop,21369 > 1 > 758,kuliner,kuliner > belanja
2013_3730992,186534,train,3,penginapan > belanja > belanja,Hotel > Clothing Store > Shopping Mall,7409 > 4100 > 3202,belanja,penginapan > belanja
2013_3730993,186534,train,2,kuliner > hiburan,Food Court > Arcade,3177 > 7640,hiburan,kuliner
2013_3730995,186534,test,2,hiburan > belanja,Karaoke Bar > Department Store,935 > 1202,belanja,hiburan
2013_3731002,186534,validation,2,hiburan > kuliner,Arcade > Asian Restaurant,599 > 921,kuliner,hiburan
2013_3731015,186534,train,2,hiburan > belanja,Arcade > Bookstore,600 > 302,belanja,hiburan
2013_3731030,186534,train,2,hiburan > kuliner,Arcade > Food Court,599 > 3045,kuliner,hiburan
2013_3731032,186534,train,3,belanja > hiburan > kuliner,Shopping Mall > Karaoke Bar > Fast Food Restaurant,13 > 935 > 26473,kuliner,belanja > hiburan
2013_3731034,186534,train,2,hiburan > kuliner,Arcade > Coffee Shop,599 > 378,kuliner,hiburan
2013_3731038,186534,train,2,belanja > belanja,Shopping Mall > Bookstore,3202 > 4445,belanja,belanja
2013_3731041,186534,train,2,penginapan > kuliner,Hotel > Café,7881 > 2017,kuliner,penginapan
2013_3731042,186534,train,4,belanja > hiburan > kuliner > kuliner,Shopping Mall > Arcade > Coffee Shop > Restaurant,13 > 599 > 378 > 3443,kuliner,belanja > hiburan > kuliner
2013_3731043,186534,test,2,belanja > hiburan,Shopping Mall > Arcade,13 > 599,hiburan,belanja
2013_3731047,186534,test,3,belanja > belanja > hiburan,Shopping Mall > Shopping Mall > Arcade,1 > 13 > 599,hiburan,belanja > belanja
2013_3731048,186534,train,2,kuliner > belanja,Food Court > Bookstore,1315 > 302,belanja,kuliner
2013_3731049,186534,train,2,belanja > hiburan,Shopping Mall > Arcade,13 > 599,hiburan,belanja
2013_3731050,186534,train,2,kuliner > belanja,Food Court > Bookstore,1315 > 302,belanja,kuliner
2013_3731052,186534,test,2,belanja > hiburan,Shopping Mall > Arcade,13 > 599,hiburan,belanja
2013_3731055,186534,train,2,kuliner > belanja,Coffee Shop > Gift Shop,758 > 14457,belanja,kuliner
2013_3731061,186534,train,2,belanja > hiburan,Shopping Mall > Arcade,366 > 7640,hiburan,belanja
2013_3731063,186534,train,3,kuliner > hiburan > belanja,Burger Joint > Arcade > Clothing Store,12581 > 6024 > 387,belanja,kuliner > hiburan
2013_3731065,186534,test,2,kuliner > hiburan,Food Court > Arcade,3045 > 7640,hiburan,kuliner
2013_3731068,186534,test,2,hiburan > belanja,Arcade > Department Store,7640 > 218,belanja,hiburan
2013_3731072,186534,train,2,hiburan > belanja,Arcade > Flea Market,599 > 28564,belanja,hiburan
2013_3732750,186580,test,4,penginapan > belanja > hiburan > penginapan,Hotel > Shopping Mall > Multiplex > Hotel,8028 > 3202 > 3097 > 8028,penginapan,penginapan > belanja > hiburan
2013_3732752,186580,train,2,budaya_edukasi > hiburan,Movie Theater > Arcade,6215 > 4342,hiburan,budaya_edukasi
2013_3732756,186580,test,3,belanja > hiburan > kuliner,Shopping Mall > Multiplex > Food Court,3202 > 3097 > 17327,kuliner,belanja > hiburan
2013_3732757,186580,train,2,belanja > belanja,Clothing Store > Clothing Store,97 > 2453,belanja,belanja
2013_3732758,186580,train,2,belanja > hiburan,Shopping Mall > Multiplex,6 > 2120,hiburan,belanja
2013_3732763,186580,train,2,belanja > kuliner,Shopping Mall > Donut Shop,3202 > 30,kuliner,belanja
2013_3732785,186580,train,2,kuliner > kuliner,Fast Food Restaurant > Bakery,12666 > 5132,kuliner,kuliner
2013_3732787,186580,train,3,belanja > kuliner > belanja,Gift Shop > Indonesian Restaurant > Clothing Store,742 > 20000 > 939,belanja,belanja > kuliner
2013_3733829,186603,train,5,belanja > belanja > kuliner > belanja > belanja,Shopping Mall > Boutique > Bakery > Clothing Store > Shopping Mall,3202 > 6371 > 16086 > 11357 > 3202,belanja,belanja > belanja > kuliner > belanja
2013_3733831,186603,test,2,kuliner > kuliner,Café > Fried Chicken Joint,10298 > 2,kuliner,kuliner
2013_3733832,186603,train,5,kuliner > penginapan > belanja > belanja > kuliner,Bakery > Hotel > Shopping Mall > Bookstore > Burger Joint,15895 > 7470 > 1 > 83 > 12581,kuliner,kuliner > penginapan > belanja > belanja
2013_3733833,186603,train,3,belanja > belanja > hiburan,Shopping Mall > Clothing Store > Arcade,4910 > 10406 > 7180,hiburan,belanja > belanja
2013_3733836,186603,train,2,belanja > belanja,Bookstore > Shopping Mall,83 > 3202,belanja,belanja
2013_3733840,186603,test,3,belanja > kuliner > belanja,Shopping Mall > Bakery > Department Store,501 > 669 > 17485,belanja,belanja > kuliner
2013_3733841,186603,train,2,alam_santai > kuliner,Beach > Ramen Restaurant,6336 > 4944,kuliner,alam_santai
2013_3733846,186603,train,4,penginapan > belanja > kuliner > penginapan,Hotel > Shopping Mall > Japanese Restaurant > Hotel,2751 > 1 > 11635 > 2751,penginapan,penginapan > belanja > kuliner
2013_3733848,186603,train,3,belanja > belanja > kuliner,Shopping Mall > Bookstore > Burger Joint,23 > 83 > 12581,kuliner,belanja > belanja
2013_3733849,186603,train,2,belanja > kuliner,Shopping Mall > Steakhouse,501 > 1098,kuliner,belanja
2013_3733852,186603,train,2,kuliner > kuliner,Café > Fried Chicken Joint,10696 > 102,kuliner,kuliner
2013_3733853,186603,train,4,belanja > belanja > kuliner > belanja,Bookstore > Shopping Mall > Ramen Restaurant > Bookstore,114 > 23 > 2110 > 83,belanja,belanja > belanja > kuliner
2013_3733859,186603,train,8,budaya_edukasi > belanja > kuliner > hiburan > hiburan > hiburan > kuliner > belanja,Performing Arts Venue > Shopping Mall > Fried Chicken Joint > Multiplex > Arcade > Multiplex > Fried Chicken Joint > Bookstore,739 > 1 > 190 > 297 > 15796 > 297 > 608 > 83,belanja,budaya_edukasi > belanja > kuliner > hiburan > hiburan > hiburan > kuliner
2013_3733862,186603,train,2,kuliner > belanja,Japanese Restaurant > Shopping Mall,257 > 3202,belanja,kuliner
2013_3733864,186603,train,2,religi > belanja,Spiritual Center > Shopping Mall,5438 > 1,belanja,religi
2013_3733865,186603,train,2,penginapan > kuliner,Hotel > Fried Chicken Joint,428 > 608,kuliner,penginapan
2013_3733868,186603,train,2,penginapan > penginapan,Hotel > Hotel,475 > 483,penginapan,penginapan
2013_3733870,186603,train,2,kuliner > kuliner,Indonesian Restaurant > Ramen Restaurant,15278 > 2849,kuliner,kuliner
2013_3733872,186603,test,2,penginapan > belanja,Bed & Breakfast > Shopping Mall,6558 > 1,belanja,penginapan
2013_373676,14609,train,2,religi > kuliner,Church > Japanese Restaurant,8142 > 257,kuliner,religi
2013_373677,14609,train,2,belanja > belanja,Shopping Mall > Shopping Mall,23 > 4910,belanja,belanja
2013_373682,14609,train,2,belanja > kuliner,Shopping Mall > Japanese Restaurant,6230 > 12573,kuliner,belanja
2013_3736917,186679,validation,3,penginapan > belanja > kuliner,Hotel > Department Store > Food Court,9042 > 8772 > 1404,kuliner,penginapan > belanja
2013_3736918,186679,train,2,penginapan > kuliner,Hotel > Breakfast Spot,3941 > 14739,kuliner,penginapan
2013_3736919,186679,test,2,kuliner > kuliner,Coffee Shop > Seafood Restaurant,378 > 633,kuliner,kuliner
2013_373694,14609,test,2,religi > religi,Spiritual Center > Church,6968 > 5587,religi,religi
2013_373697,14609,train,2,hiburan > kuliner,Karaoke Bar > Eastern European Restaurant,935 > 528,kuliner,hiburan
2013_3738743,186718,train,5,belanja > belanja > belanja > kuliner > budaya_edukasi,Shopping Mall > Shopping Mall > Shopping Mall > Soup Place > Indie Theater,23 > 3202 > 13 > 7719 > 11435,budaya_edukasi,belanja > belanja > belanja > kuliner
2013_3738748,186718,validation,2,belanja > hiburan,Shopping Mall > Multiplex,1 > 297,hiburan,belanja
2013_3738749,186718,train,2,kuliner > belanja,Gaming Cafe > Shopping Mall,7572 > 4910,belanja,kuliner
2013_3738752,186718,validation,3,belanja > belanja > belanja,Market > Market > Market,851 > 851 > 851,belanja,belanja > belanja
2013_3738758,186718,train,2,belanja > belanja,Shopping Mall > Shopping Mall,3202 > 23,belanja,belanja
2013_3738765,186718,train,2,belanja > hiburan,Shopping Mall > Multiplex,1 > 297,hiburan,belanja
2013_3738766,186718,train,2,belanja > kuliner,Shopping Mall > Asian Restaurant,1 > 6820,kuliner,belanja
2013_3738780,186718,train,2,belanja > kuliner,Shopping Mall > Korean Restaurant,23 > 4843,kuliner,belanja
2013_3738783,186718,test,2,kuliner > kuliner,Japanese Restaurant > Coffee Shop,257 > 274,kuliner,kuliner
2013_3738791,186718,test,4,belanja > belanja > hiburan > kuliner,Shopping Mall > Shopping Mall > Karaoke Bar > Café,6 > 13 > 935 > 12828,kuliner,belanja > belanja > hiburan
2013_3738792,186718,test,2,belanja > kuliner,Shopping Mall > Asian Restaurant,3202 > 2761,kuliner,belanja
2013_3738793,186718,train,3,penginapan > kuliner > kuliner,Hotel > Bakery > Japanese Restaurant,2188 > 3225 > 4560,kuliner,penginapan > kuliner
2013_3738796,186718,train,2,hiburan > belanja,Multiplex > Shopping Mall,369 > 366,belanja,hiburan
2013_3738809,186718,train,3,penginapan > belanja > kuliner,Hotel > Shopping Mall > Japanese Restaurant,2188 > 23 > 319,kuliner,penginapan > belanja
2013_3738831,186718,train,2,belanja > belanja,Shopping Mall > Shopping Mall,23 > 3202,belanja,belanja
2013_3739420,186738,validation,6,kuliner > belanja > belanja > religi > belanja > penginapan,Food Truck > Flea Market > Market > Mosque > Flea Market > Hotel Bar,3866 > 24357 > 2283 > 367 > 24357 > 10395,penginapan,kuliner > belanja > belanja > religi > belanja
2013_3739421,186738,train,2,alam_santai > alam_santai,Other Great Outdoors > Other Great Outdoors,5899 > 5899,alam_santai,alam_santai
2013_3740765,186766,train,3,kuliner > belanja > kuliner,Asian Restaurant > Bookstore > Ramen Restaurant,1287 > 83 > 4844,kuliner,kuliner > belanja
2013_3740767,186766,validation,2,kuliner > belanja,BBQ Joint > Shopping Mall,15677 > 23,belanja,kuliner
2013_3740775,186766,validation,2,alam_santai > belanja,Park > Shopping Mall,9546 > 11,belanja,alam_santai
2013_3740779,186766,train,2,kuliner > kuliner,Ramen Restaurant > Coffee Shop,2382 > 2343,kuliner,kuliner
2013_3740791,186766,test,2,kuliner > kuliner,Food Truck > Juice Bar,1614 > 2272,kuliner,kuliner
2013_3740794,186766,test,2,kuliner > kuliner,Juice Bar > Food Truck,809 > 534,kuliner,kuliner
2013_3740796,186766,validation,2,kuliner > kuliner,Food Truck > Coffee Shop,1614 > 2343,kuliner,kuliner
2013_3740797,186766,train,2,alam_santai > kuliner,Other Great Outdoors > Ramen Restaurant,8350 > 308,kuliner,alam_santai
2013_3740801,186766,train,2,kuliner > kuliner,Indonesian Restaurant > Coffee Shop,21934 > 2343,kuliner,kuliner
2013_3740812,186766,train,2,kuliner > belanja,Dim Sum Restaurant > Gift Shop,8553 > 19555,belanja,kuliner
2013_3740813,186766,train,2,alam_santai > kuliner,Other Great Outdoors > Food Truck,8350 > 27033,kuliner,alam_santai
2013_3740826,186766,train,2,kuliner > kuliner,Food Truck > Food Truck,1614 > 28451,kuliner,kuliner
2013_3740828,186766,train,2,belanja > kuliner,Market > Donut Shop,3655 > 1363,kuliner,belanja
2013_3741769,186789,test,2,belanja > kuliner,Shopping Mall > Restaurant,2307 > 2658,kuliner,belanja
2013_3741775,186789,train,2,belanja > hiburan,Shopping Mall > Multiplex,6 > 2120,hiburan,belanja
2013_3741776,186789,train,2,kuliner > kuliner,Ramen Restaurant > Burger Joint,19494 > 353,kuliner,kuliner
2013_3741778,186789,validation,2,kuliner > kuliner,Food Truck > Food Court,2079 > 994,kuliner,kuliner
2013_3741790,186789,test,2,belanja > belanja,Market > Shopping Mall,3655 > 1,belanja,belanja
2013_3741794,186789,train,2,kuliner > kuliner,Dessert Shop > Fast Food Restaurant,2827 > 27764,kuliner,kuliner
2013_3741814,186789,validation,2,belanja > belanja,Shopping Mall > Shopping Mall,11574 > 13,belanja,belanja
2013_3741815,186789,train,2,kuliner > penginapan,Dim Sum Restaurant > Bed & Breakfast,19914 > 27938,penginapan,kuliner
2013_3741817,186789,train,3,hiburan > belanja > hiburan,Multiplex > Shopping Mall > Multiplex,2120 > 6 > 2120,hiburan,hiburan > belanja
2013_374356,14640,test,3,hiburan > belanja > kuliner,Multiplex > Bookstore > Japanese Restaurant,3097 > 83 > 7499,kuliner,hiburan > belanja
2013_374357,14640,train,2,kuliner > hiburan,Indonesian Restaurant > Karaoke Bar,13418 > 14530,hiburan,kuliner
2013_374358,14640,train,2,hiburan > kuliner,Karaoke Bar > Indonesian Restaurant,14530 > 13418,kuliner,hiburan
2013_374360,14640,train,2,hiburan > hiburan,Karaoke Bar > Multiplex,14530 > 24316,hiburan,hiburan
2013_374362,14640,train,2,belanja > kuliner,Boutique > Indonesian Restaurant,2257 > 13418,kuliner,belanja
2013_374363,14640,train,3,budaya_edukasi > kuliner > belanja,Art Gallery > Food Court > Shopping Mall,13746 > 8705 > 23,belanja,budaya_edukasi > kuliner
2013_374364,14640,validation,4,kuliner > kuliner > kuliner > hiburan,Cupcake Shop > Café > Steakhouse > Multiplex,5676 > 98 > 20115 > 24316,hiburan,kuliner > kuliner > kuliner
2013_374366,14640,test,2,kuliner > kuliner,Pizza Place > Café,11289 > 26184,kuliner,kuliner
2013_374367,14640,test,2,kuliner > kuliner,Fried Chicken Joint > Café,13193 > 8122,kuliner,kuliner
2013_374369,14640,train,3,kuliner > kuliner > belanja,Eastern European Restaurant > Fried Chicken Joint > Bookstore,14116 > 13193 > 11853,belanja,kuliner > kuliner
2013_374370,14640,test,4,belanja > kuliner > hiburan > kuliner,Shopping Mall > Asian Restaurant > Multiplex > Café,1 > 3920 > 297 > 26184,kuliner,belanja > kuliner > hiburan
2013_374372,14640,train,2,kuliner > hiburan,Sushi Restaurant > Multiplex,19024 > 2598,hiburan,kuliner
2013_374373,14640,train,3,belanja > belanja > kuliner,Shopping Mall > Bookstore > Food Court,23 > 83 > 1116,kuliner,belanja > belanja
2013_374375,14640,train,2,hiburan > kuliner,Karaoke Bar > Indonesian Restaurant,6857 > 19489,kuliner,hiburan
2013_374376,14640,train,4,belanja > hiburan > kuliner > kuliner,Shopping Mall > Multiplex > Donut Shop > Fast Food Restaurant,13 > 18 > 163 > 9387,kuliner,belanja > hiburan > kuliner
2013_374377,14640,train,2,belanja > belanja,Shopping Mall > Bookstore,23 > 83,belanja,belanja
2013_374382,14640,train,2,kuliner > hiburan,Fast Food Restaurant > Multiplex,9387 > 18,hiburan,kuliner
2013_374383,14640,test,3,kuliner > budaya_edukasi > kuliner,Sushi Restaurant > Art Gallery > Asian Restaurant,13343 > 13215 > 1218,kuliner,kuliner > budaya_edukasi
2013_374569,14649,validation,2,kuliner > kuliner,Coffee Shop > Restaurant,274 > 469,kuliner,kuliner
2013_374570,14649,train,2,kuliner > kuliner,Asian Restaurant > Juice Bar,7453 > 10497,kuliner,kuliner
