penginapan_id,name,property_type_final_after_p3,latitude,longitude,region_validation_label,price_lowest,price_display,overall_rating,reviews,hotel_review_count_analyzed,hotel_adjusted_sentiment_score,hotel_sentiment_label,amenities,primary_image_url,link,data_quality_score,primary_dedupe_status,primary_dedupe_merged_from_ids,data_focus_manual_decision,data_focus_manual_note,data_focus_merge_target_id,completion_priority_order,completion_priority_data_focus,completion_flags_data_focus,completion_route_data_focus,completion_score_data_focus
LODGE-00321,TROYA HOUSE,vacation_rental,-6.8565,107.4895,bandung_raya_valid,,,,,0,,Belum tersedia,Balkon; Akses ke pantai; Gym; Dapur; Microwave; Parkir gratis; Wi-Fi gratis,https://pix8.agoda.net/hotelImages/68647710/0/c67a046ebf0967264edb0dc0b52bb6bd.jpg?ce=2,https://www.agoda.com/troya-house/hotel/bandung-id.html,0.65,unique_primary,,,,,2,P1_core_rating_price_missing,missing_rating_reviews|missing_price|missing_sentiment,scrape_place_rating_reviews_and_price,3
LODGE-00733,Vila Bukit Endah,vacation_rental,-7.1693,107.5247,bandung_raya_valid,,,,,0,,Belum tersedia,Balkon,https://pix8.agoda.net/hotelImages/37192926/0/15caa9128accdc14cdf9f8e1e769f36f.jpg?ce=0,https://www.agoda.com/vila-bukit-endah/hotel/palayangan-id.html,0.65,unique_primary,,,,,2,P1_core_rating_price_missing,missing_rating_reviews|missing_price|missing_sentiment,scrape_place_rating_reviews_and_price,3
LODGE-00846,Vila Refa-1 type Cotage,vacation_rental,-6.7219,107.5313,bandung_raya_valid,,,,,19,0.6514336827523051,Positif,Wi-Fi gratis,https://pix8.agoda.net/hotelImages/70967077/0/af83d22a133947afc9e00091aa85ea71.jpg?ce=2,https://www.agoda.com/vila-refa-1-type-cotage/hotel/pasirlangu-id.html,0.65,unique_primary,,,,,2,P1_core_rating_price_missing,missing_rating_reviews|missing_price,scrape_place_rating_reviews_and_price,4
LODGE-00758,Wulandari Camp Riverside - Tent,vacation_rental,-7.1834,107.5454,bandung_raya_valid,,,,,0,,Belum tersedia,Dapur; Bebas asap rokok,https://q-xx.bstatic.com/xdata/images/hotel/max1024x683/573162926.jpg?k=fd9867cdf1c19f0bcfbc8c9fe2d1fec98496b840944aced49eb35b4481f1315a&o=&s=312x,https://www.bluepillow.com/search/68e3de17f93025efadae0f1f?dest=nuit&cat=Holiday+village+rental&lat=-7.18344&lng=107.54541&language=en,0.65,keep_primary_deduped,LODGE-00790,,,,2,P1_core_rating_price_missing,missing_rating_reviews|missing_price|missing_sentiment,scrape_place_rating_reviews_and_price,3
LODGE-00759,Wulandari Riverside - Tent,vacation_rental,-7.1834,107.5454,bandung_raya_valid,,,,,0,,Belum tersedia,Cocok untuk anak; Boleh bawa hewan peliharaan; Bebas asap rokok,https://static.cupid.travel/rooms-large-pictures/606149413.jpg,https://www.bluepillow.com/search/68e3debff93025efadaf5265?dest=nuit&cat=Holiday+village+rental&lat=-7.18337&lng=107.5454&language=en,0.65,keep_primary_deduped,LODGE-00791,,,,2,P1_core_rating_price_missing,missing_rating_reviews|missing_price|missing_sentiment,scrape_place_rating_reviews_and_price,3
LODGE-00760,Yudistira,vacation_rental,-7.1113,107.4969,bandung_raya_valid,,,,,0,,Belum tersedia,Balkon; Dapur; Pemanggang luar ruang; Kolam renang luar; Parkir gratis,https://pix8.agoda.net/hotelImages/58283123/0/221aa01068ffe83c0a0eeebd10c72778.jpg?ce=0,https://www.agoda.com/yudistira/hotel/bandung-id.html,0.65,unique_primary,,,,,2,P1_core_rating_price_missing,missing_rating_reviews|missing_price|missing_sentiment,scrape_place_rating_reviews_and_price,3
LODGE-00762,datar pinus LUXURY,vacation_rental,-7.1837,107.5485,bandung_raya_valid,,,,,0,,Belum tersedia,Parkir gratis,https://pix8.agoda.net/hotelImages/63926959/0/469fd1abd68618f5892b4ea8a0f50af0.jpg?ce=0&s=312x,https://www.bluepillow.com/search/67a24305905c444f2d0c5bd1?dest=ago&cat=Vacation+rental+(other)&lat=-7.1837&lng=107.54849&language=en,0.65,unique_primary,,,,,2,P1_core_rating_price_missing,missing_rating_reviews|missing_price|missing_sentiment,scrape_place_rating_reviews_and_price,3
LODGE-00763,family only,vacation_rental,-7.1229,107.424,bandung_raya_valid,,,,,0,,Belum tersedia,Balkon; Dapur; Pemanggang luar ruang; Boleh bawa hewan peliharaan; Parkir gratis; Wi-Fi gratis,https://pix8.agoda.net/hotelImages/21607300/0/8086fdf426b0def4749429ce9812b582.jpg?ce=0,https://www.agoda.com/ciwidey-homestay-3-bedroom/hotel/bandung-id.html,0.65,unique_primary,,,,,2,P1_core_rating_price_missing,missing_rating_reviews|missing_price|missing_sentiment,scrape_place_rating_reviews_and_price,3
LODGE-00336,kusumanagara 1,vacation_rental,-6.8033,107.5484,bandung_raya_valid,,,,,0,,Belum tersedia,Ber-AC,https://pix8.agoda.net/hotelImages/64233505/0/edf432104d0d60e2f3d99064591a3ebf.jpg?ce=0&s=312x,https://www.bluepillow.com/search/67a24376905c444f2d0cc7d3?dest=ago&cat=Vacation+rental+(other)&lat=-6.8033&lng=107.54845&language=en,0.65,unique_primary,,,,,2,P1_core_rating_price_missing,missing_rating_reviews|missing_price|missing_sentiment,scrape_place_rating_reviews_and_price,3
LODGE-00349,Aira Glamping - Tent,vacation_rental,-6.8035,107.5471,bandung_raya_valid,,,,,0,,Belum tersedia,Cocok untuk anak; Ranjang bayi; Bak air panas; Dapur; Bebas asap rokok; TV Kabel,https://freecancellationscdn-hsbgcwfragasdpfe.z01.azurefd.net/remote/q-xx.bstatic.com/xdata/images/hotel/1200x1200/639550169.jpg?k=a85d80e1767d897ff5829720f6754b00657a64d7c695a08cefdbd4857957af06&o=&w=1024&h=683&mode=crop&scale=both&anchor=middlecenter&quality=80,,0.6,unique_primary,,,,,2,P1_core_rating_price_missing,missing_rating_reviews|missing_price|missing_sentiment|missing_source_link,scrape_place_rating_reviews_and_price,2
LODGE-00353,Casa de Jingga - KBP,vacation_rental,-6.8731,107.4732,bandung_raya_valid,,,,,6,0.6273930020802462,Positif,Ber-AC; Papan setrika; Dapur; TV Kabel; Mesin cuci; Parkir gratis,https://q-xx.bstatic.com/xdata/images/hotel/max1024x683/594225712.jpg?k=6bd1e6eaa77cab5f0821a70216dba812fe665142f676e4e3e889e7943a1b894c&o=&s=312x,https://www.bluepillow.com/search/67a24014905c444f2d099f3e?dest=ago&cat=Vacation+rental+(other)&lat=-6.87309&lng=107.47321&language=en,0.6,unique_primary,,,,,2,P1_core_rating_price_missing,missing_rating_reviews|missing_price,scrape_place_rating_reviews_and_price,4
LODGE-00495,D'Sentra Riverside Camp,vacation_rental,-7.1715,107.5619,bandung_raya_valid,,,,,0,,Belum tersedia,Boleh bawa hewan peliharaan; Parkir gratis,https://q-xx.bstatic.com/xdata/images/hotel/max1024x683/640523362.jpg?k=28aeacc2566a774169979f0f8949ffb1649aebfb22844756f720e7ec66d73eac&o=&s=312x,https://www.bluepillow.com/search/67a24410905c444f2d0d997a?dest=ago&cat=Vacation+rental+(other)&p_id=589de4257c00cb10c8d9309f&language=en,0.6,unique_primary,,,,,2,P1_core_rating_price_missing,missing_rating_reviews|missing_price|missing_sentiment,scrape_place_rating_reviews_and_price,3
LODGE-00358,Hanara Private Glamping - Tent,vacation_rental,-6.8042,107.5488,bandung_raya_valid,,,,,0,,Belum tersedia,Boleh bawa hewan peliharaan,https://freecancellationscdn-hsbgcwfragasdpfe.z01.azurefd.net/remote/static.cupid.travel/hotels/605335709.jpg?w=1024&h=683&mode=crop&scale=both&anchor=middlecenter&quality=80,https://www.freecancellations.com/search/F2cjQQEAHncHV1BVXlkEEggLD0o0FgZK?lat=-6.80424&lng=107.54879&language=en,0.6,unique_primary,,,,,2,P1_core_rating_price_missing,missing_rating_reviews|missing_price|missing_sentiment,scrape_place_rating_reviews_and_price,3
LODGE-00360,Keyla Private Glamping,vacation_rental,-6.8036,107.5479,bandung_raya_valid,,,,,23,0.6749194909866314,Positif,Dapur; TV Kabel; Parkir gratis,https://pix8.agoda.net/hotelImages/62547871/0/d0a7c9934d76e283f8f85b6a07d81c0d.jpg?ce=0&s=312x,https://www.bluepillow.com/search/67a241cc905c444f2d0b4c34?dest=ago&cat=Vacation+rental+(other)&lat=-6.80365&lng=107.54791&language=en,0.6,unique_primary,,,,,2,P1_core_rating_price_missing,missing_rating_reviews|missing_price,scrape_place_rating_reviews_and_price,4
LODGE-00374,Royal Tulip Degreen Bandung,vacation_rental,-6.8995,107.5326,bandung_raya_valid,,,,,0,,Belum tersedia,Ber-AC,https://p.fih.io/v2/nSr0o-3gbZN8o1xMecXCcG-BkDeQVo3k-wOeVogkTe7ajuFOX7O-WA8aRWhXz1jsToZif_TsA_xCWfhWRa0Zn63u4w51_yA-NBXRfJdXzwqbsEn_L-2igCH9DrnpqpO6IVNTyKfuMFyxBzF4en3ketkYyx1j1dLbUfhlOgkNcIcn9PwNtk_AU2csbUk6dd9sHrY9VmP2oVsLB5Ip-_d7po4WFPszFWsfHTv-Z8BQvvXevBhA0HCUquEZUr_G51U7xlrGtVC8oPiCOX8BnihDwg,https://deals.vio.com?sig=73aca13c7f952d2641c156f3e69125e1eb497c325f122828ee5aa8797168b9a12d32303331333438363233&turl=https%3A%2F%2Fwww.vio.com%2FHotel%2FSearch%3FhotelId%3D2092072%26utm_source%3Dgha-vr%26utm_campaign%3Dstatic%26openHotelDetails%3D1,0.6,unique_primary,,,,,2,P1_core_rating_price_missing,missing_rating_reviews|missing_price|missing_sentiment,scrape_place_rating_reviews_and_price,3
LODGE-00783,Seribu Pulau Pangalengan - Tent,vacation_rental,-7.1902,107.5504,bandung_raya_valid,,,,,27,0.6544165372867282,Positif,Cocok untuk anak; Boleh bawa hewan peliharaan; Bebas asap rokok,https://freecancellationscdn-hsbgcwfragasdpfe.z01.azurefd.net/remote/static.cupid.travel/hotels/595671768.jpg?w=1024&h=683&mode=crop&scale=both&anchor=middlecenter&quality=80,https://www.freecancellations.com/search/F2cjQQEAHXAHV1BVXlkEEggLD0tlRgQQ?lat=-7.19025&lng=107.55041&language=en,0.6,unique_primary,,,,,2,P1_core_rating_price_missing,missing_rating_reviews|missing_price,scrape_place_rating_reviews_and_price,4
LODGE-01631,Cove Vaia,vacation_rental,-6.8925,107.5841,bandung_raya_valid,,,,,19,0.6664783779495016,Positif,,https://p.fih.io/v2/nSr0o-3gbZN8o1xMecXCcG-BkDeQVo3k-wOeVogkTe7ajuFOX7O-WA8aRWhXz1jsToZif_TsA_xCWfhWRa0ZpL-s5CgixmYWGhKjdplQ1zzMu0SKMaiA9zfiIJ_HoJKFCjRK9-vAC3G-CzF4en3ketkYyx1j1dLbUfhlOgkNcIcn9PwNtk_AU2csbUk6dd9sGo49Qn31qiMVOoIxofR_2o8VcZA3AAhCPReYBoJ8vY2Gq2593GaA4u4Ocfrb2nQda_hO30Az3JWrqItPLkiv-8O4z7SdY0hi-v95tuyYfAdwFy1VHDe2dPs_e894bh9DphFMRQJIUS7vRQIPuEnlwYTXSDgmK2SkcveEMG7FAL7fKvT6529xrFNVXR7i-Wcl7Fyn_0KbDnro,https://deals.vio.com?sig=73aca13c7f952d2641c156f3e69125e1eb497c325f122828ee5aa8797168b9a12d32303331333438363233&turl=https%3A%2F%2Fwww.vio.com%2FHotel%2FSearch%3FhotelId%3D132582517%26utm_source%3Dgha-vr%26utm_campaign%3Dstatic%26openHotelDetails%3D1,0.55,unique_primary,,,,,2,P1_core_rating_price_missing,missing_rating_reviews|missing_price|missing_amenities,scrape_place_rating_reviews_and_price,3
LODGE-00793,Farmstay Manangel,vacation_rental,-6.7861,107.1329,bandung_raya_valid,,,,,24,0.6738757612860972,Positif,,https://media.staticontent.com/media/pictures/384a804f-e6d3-4414-93c6-88b8dc526ad1,https://www.us.despegar.com/hotels/h-6734904,0.55,unique_primary,,,,,2,P1_core_rating_price_missing,missing_rating_reviews|missing_price|missing_amenities,scrape_place_rating_reviews_and_price,3
LODGE-00794,Glamping Ciwidey Argapuri,vacation_rental,-7.1307,107.5138,bandung_raya_valid,,,,,0,,Belum tersedia,,https://media.staticontent.com/media/pictures/f4dc5d72-92de-4818-8d03-881cd9a32bc8,https://www.us.despegar.com/hotels/h-2449188,0.55,unique_primary,,,,,2,P1_core_rating_price_missing,missing_rating_reviews|missing_price|missing_sentiment|missing_amenities,scrape_place_rating_reviews_and_price,2
LODGE-00795,Glamping Taman Love,vacation_rental,-7.045,107.5039,bandung_raya_valid,,,,,0,,Belum tersedia,,https://p.fih.io/v2/nSr0o-3gbZN8o1xMecXCcG-BkDeQVo3k-wOeVogkTe7ajuFOX7O-WA8aRWhXz1jsToZif_TsA_xCWfhWRa0Zo6u8kxgky1JqHQuRWcAa0zTxqGXQOre94z_aFL_SvL-3Ql9-57bYGk_3fjF4en3ketkYyx1j1dLbUfhlOgkNcIcn9PwNtk_AU2csYWt6dZQ5HrU9YH_Mi1sOBJIp-_VR0o0tdfMtAxxDIiyYD4BSyNiZqAt1xXDKjOEhYqjEzXNlZvlZrgQo3or2gYtLaEuSisC4h7-DTktP9tNbouiPaQZ4OCFwEhjRY-A8ePJ9Uldy4T87SVhJaCmoaWk-_3XmyoPAZE8kPHeod_SAAmf4E-CeBPDhsV0zjwUDu5-t5UVY5R_5RRfFEiFjkRkZ1hssNTJxnW7sewgFzFDSxQd46RuwoZVyf5FhzZZlhNKrgWk2fnLY-viRyleQyASmlyOQz47NDBjMkZdL9mSJwXb3XG20t8RuMpKRG_D_ID4oEkvkaw_XbdLV0xkBcUhmBA_u04F2ZfjOl6xa,https://deals.vio.com?sig=73aca13c7f952d2641c156f3e69125e1eb497c325f122828ee5aa8797168b9a12d32303331333438363233&turl=https%3A%2F%2Fwww.vio.com%2FHotel%2FSearch%3FhotelId%3D117454248%26utm_source%3Dgha-vr%26utm_campaign%3Dstatic%26openHotelDetails%3D1,0.55,unique_primary,,,,,2,P1_core_rating_price_missing,missing_rating_reviews|missing_price|missing_sentiment|missing_amenities,scrape_place_rating_reviews_and_price,2
LODGE-00408,Heavenly 2 Private Glamping,vacation_rental,-6.8041,107.5483,bandung_raya_valid,,,,,0,,Belum tersedia,,https://pix8.agoda.net/property/66502114/0/7b98fac3e1f486d6ca8cee80b5e16525.jpeg?ce=0,https://www.agoda.com/heavenly-2-private-glamping/hotel/bandung-id.html,0.55,unique_primary,,,,,2,P1_core_rating_price_missing,missing_rating_reviews|missing_price|missing_sentiment|missing_amenities,scrape_place_rating_reviews_and_price,2
LODGE-00410,Nadhif House Syariah,vacation_rental,-6.8698,107.456,bandung_raya_valid,,,,,5,0.6211730669629846,Positif,Ber-AC; Dapur; TV Kabel; Parkir gratis; Wi-Fi gratis,https://pix8.agoda.net/hotelImages/55047245/0/7c3389021f59730cb1617da7782b7d47.jpg?ce=0,,0.55,unique_primary,,,,,2,P1_core_rating_price_missing,missing_rating_reviews|missing_price|missing_source_link,scrape_place_rating_reviews_and_price,3
LODGE-00800,Rumah Azka,vacation_rental,-7.1217,107.4254,bandung_raya_valid,,,,,59,0.6824258934903288,Positif,Balkon; Papan setrika; Dapur; Boleh bawa hewan peliharaan; Mesin cuci; Parkir gratis; Wi-Fi gratis,https://pix8.agoda.net/geo/poi/32542/2_32542_02.jpg?ca=6&ce=1,,0.55,unique_primary,,,,,2,P1_core_rating_price_missing,missing_rating_reviews|missing_price|missing_source_link,scrape_place_rating_reviews_and_price,3
LODGE-00414,Svarga Glamping,vacation_rental,-6.8036,107.5482,bandung_raya_valid,,,,,19,0.6815608687776055,Positif,Balkon; Bak air panas; Dapur; Pemanggang luar ruang; TV Kabel; Parkir gratis,https://pix8.agoda.net/hotelImages/62547870/0/5b3f22e597531d5c7c670640f0a5c8dc.jpg?ce=0,,0.55,unique_primary,,,,,2,P1_core_rating_price_missing,missing_rating_reviews|missing_price|missing_source_link,scrape_place_rating_reviews_and_price,3
LODGE-00416,Vila Murah Di Lembang Vila malaika,vacation_rental,-6.8465,107.5449,bandung_raya_valid,,,,,0,,Belum tersedia,Balkon; Papan setrika; Dapur; Microwave; TV Kabel; Mesin cuci; Parkir gratis; Wi-Fi gratis,https://pix8.agoda.net/hotelImages/30868657/0/e2e0ae570127e765accd2781202928bf.png?ce=0,,0.55,unique_primary,,,,,2,P1_core_rating_price_missing,missing_rating_reviews|missing_price|missing_sentiment|missing_source_link,scrape_place_rating_reviews_and_price,2
LODGE-00851,EXPRESS O 90954 Penginapan Daun Salam,vacation_rental,-6.6733,107.5004,bandung_raya_valid,,,,,0,,Belum tersedia,,https://pix8.agoda.net/hotelImages/30979311/-1/5dbb057c7fed55d5e0e88dd682d402f9.jpg?ca=28&ce=0&s=312x,https://www.bluepillow.com/search/6551f4e51811a9820ebe1b8f?dest=ago&cat=Apartment&lat=-6.67332&lng=107.50036&language=en,0.5,unique_primary,,,,,2,P1_core_rating_price_missing,missing_rating_reviews|missing_price|missing_sentiment|missing_amenities,scrape_place_rating_reviews_and_price,2
LODGE-01643,Orange Home Syariah,vacation_rental,-6.8891,107.5834,bandung_raya_valid,,,,,18,0.6640705657663037,Positif,,https://dimg04.c-ctrip.com/images//1mc0o12000dd2v206B22C_Mtrip_D.jpg,https://www.trip.com/hotels/detail/?hotelid=3394641&Allianceid=1318093&sid=269617419&utm_medium=vr&utm_campaign=vrwebsite&utm_source=googlevr&trip_sub1=googlevrwebsite,0.5,unique_primary,,,,,2,P1_core_rating_price_missing,missing_rating_reviews|missing_price|missing_amenities,scrape_place_rating_reviews_and_price,3
LODGE-00809,Penginapan nuansa Riung gunung,vacation_rental,-7.1689,107.5249,bandung_raya_valid,,,,,14,0.664424581620906,Positif,,https://q-xx.bstatic.com/xdata/images/hotel/max1024x683/525361955.jpg?k=cef1afb0d679dfbb8fa7b4520eaf3794e4e48941db3245c33b56c91d4aed63f4&o=&s=312x,https://www.bluepillow.com/search/65e2335993553be8f557f880?dest=ago&cat=Vacation+rental+(other)&lat=-7.16887&lng=107.52486&language=en,0.5,unique_primary,,,,,2,P1_core_rating_price_missing,missing_rating_reviews|missing_price|missing_amenities,scrape_place_rating_reviews_and_price,3
LODGE-00816,"Tenda Sederhana, Soreang River Side Ciwidey",vacation_rental,-7.0222,107.5003,bandung_raya_valid,,,,,0,,Belum tersedia,,https://q-xx.bstatic.com/xdata/images/hotel/max1024x683/597266182.jpg?k=a56e72b900e7d61e3b6070904bf495e5607fd1e26d0ba675f38d7f99e40943ed&o=&s=312x,https://www.bluepillow.com/search/67a240a4905c444f2d0a1c82?dest=ago&cat=Vacation+rental+(other)&lat=-7.02221&lng=107.50026&language=en,0.45,unique_primary,,,,,2,P1_core_rating_price_missing,missing_rating_reviews|missing_price|missing_sentiment|missing_amenities,scrape_place_rating_reviews_and_price,2
LODGE-00841,Villa Aman Adem,villa,-6.7904,107.5362,bandung_raya_valid,,,,,0,,Belum tersedia,Dapur; TV Kabel,https://p.fih.io/v2/nSr0o-3gbZN8o1xMecXCcG-BkDeQVo3k-wOeVogkTe7ajuFOX7O-WA8aRWhXz1jsToZif_TsA_xCWfhWRa0ZuKaa5nsl0GQ7FU3UXaRaxDCdqWb3P5eylAvqD5_Bv7WHFRMJ_eq2W2rwITF4en3ketkYyx1j1dLbUfhlOgkNcIcn9PwNtk_AU2csbUk6dd9sHrY9VmP2oVsLB5Ip-_d7po4WFPszFWsfHTv-b4xQru2VvhhEmHCUquEZUr_G51U7lNwTEoMxQOS-Ubgrnx20XA,https://deals.vio.com?sig=73aca13c7f952d2641c156f3e69125e1eb497c325f122828ee5aa8797168b9a12d32303331333438363233&turl=https%3A%2F%2Fwww.vio.com%2FHotel%2FSearch%3FhotelId%3D1864209%26utm_source%3Dgha-vr%26utm_campaign%3Dstatic%26openHotelDetails%3D1,0.7,unique_primary,,,,,2,P1_core_rating_price_missing,missing_rating_reviews|missing_price|missing_sentiment,scrape_place_rating_reviews_and_price,3
LODGE-00674,Aubrey Villa Ciwidey - Tent,villa,-7.124,107.5054,bandung_raya_valid,,,,,25,0.6901072218914396,Positif,Ber-AC; Cocok untuk anak; Ranjang bayi; Kolam renang di dalam ruangan; Pemanggang luar ruang; Boleh bawa hewan peliharaan; Dapat diakses pengguna kursi roda; Parkir gratis; Wi-Fi gratis,https://q-xx.bstatic.com/xdata/images/hotel/max1024x683/789463785.jpg?k=7a1d914d7d5a867faf3b526ec73139c0bfdf73be83429c04baf4e69489a66365&o=&a=1538557,https://www.bluepillow.com/search/59439a957c00cb0e643d6dea/90877410?dest=bkng&cat=Villa&lat=-7.12395&lng=107.50541&language=en,0.65,unique_primary,,,,,2,P1_core_rating_price_missing,missing_rating_reviews|missing_price,scrape_place_rating_reviews_and_price,4
LODGE-00294,Fanara Villa,villa,-6.8449,107.5297,bandung_raya_valid,,,,,6,0.6266115959566191,Positif,Ber-AC; TV Kabel; Parkir gratis; Wi-Fi gratis,https://pix8.agoda.net/hotelImages/61210017/0/4df8b5f5030de554b4f7512039358c77.png?ce=0&s=312x,https://www.bluepillow.com/search/67a2409e905c444f2d0a1663?dest=ago&cat=Vacation+rental+(other)&lat=-6.8449&lng=107.52969&language=en,0.65,unique_primary,,,,,2,P1_core_rating_price_missing,missing_rating_reviews|missing_price,scrape_place_rating_reviews_and_price,4
LODGE-00696,HARVESTFARM VILLA,villa,-7.188,107.5397,bandung_raya_valid,,,,,108,0.7402104269394424,Positif,Dapur; Boleh bawa hewan peliharaan; Dapat diakses pengguna kursi roda; Parkir gratis; Wi-Fi gratis,https://pix8.agoda.net/hotelImages/agoda-homes/7977695/202b40283df12e77ba7512752a45ec7b.jpg?ca=9&ce=1&s=312x,https://www.bluepillow.com/search/67a24a3d905c444f2d0df80f?dest=ago&cat=Vacation+rental+(other)&lat=-7.18798&lng=107.53966&language=en,0.65,unique_primary,,,,,2,P1_core_rating_price_missing,missing_rating_reviews|missing_price,scrape_place_rating_reviews_and_price,4
LODGE-00311,Naomi Jati Villa Bandung,villa,-6.8648,107.4566,bandung_raya_valid,,,,,10,0.6398350516789346,Positif,Ber-AC; Mesin cuci,https://xx.bstatic.com/xdata/w/hotel/840x460_watermarked_standard/UlbWNZwXU4abzKAJyw85VzwdxMAPujUamAfz3SUUKh8VeOGc7r6bJC0pw-RyrsqTFF7uhnwEV-aAPpV2FJmnaixWEOjH5iai7tjsUbL9QinKrdd565GoQQ==.jpg,https://www.booking.com/hotel/id/naomi-jati-villa-bandung.en-gb.html?aid=2068758&utm_source=seogooglelocal&utm_medium=description&utm_term=hotel-13197101&utm_campaign=en-gb&label=seogooglelocal-link-imagesaow-hotel-13197101_grp-1_gendate-20260524,0.65,unique_primary,,,,,2,P1_core_rating_price_missing,missing_rating_reviews|missing_price,scrape_place_rating_reviews_and_price,4
LODGE-00312,Nyaman Wangi Villa Kota Baru Parahyangan,villa,-6.8695,107.453,bandung_raya_valid,,,,,0,,Belum tersedia,Ber-AC; Ranjang bayi; Penghangat; Papan setrika; Dapur; Microwave; Kompor; Boleh bawa hewan peliharaan; Bebas asap rokok; TV Kabel; Mesin cuci,https://xx.bstatic.com/xdata/w/hotel/840x460_watermarked_standard/UlYG65CxyC0DxSRbhDEKWup7Bs4IQHjCzUgQ7VeIqBbeU-Ep61L5uI34dq95O9-lnEWHi7zDdD2w9yGjptCkzygAFjNVzj0Z9HlrrRMQJ74pre2-iEJgtg==.jpg,https://www.booking.com/hotel/id/nyaman-wangi-villa.en-gb.html?aid=2068758&utm_source=seogooglelocal&utm_medium=description&utm_term=hotel-15480563&utm_campaign=en-gb&label=seogooglelocal-link-imagesaow-hotel-15480563_grp-3_gendate-20260524,0.65,unique_primary,,,,,2,P1_core_rating_price_missing,missing_rating_reviews|missing_price|missing_sentiment,scrape_place_rating_reviews_and_price,3
LODGE-00494,Private Villa with infinity view of Lake Cileunca,villa,-7.2022,107.5462,bandung_raya_valid,,,,,0,,Belum tersedia,Balkon; Dapur; Pemanggang luar ruang; Parkir gratis,https://pix8.agoda.net/hotelImages/33356116/0/c2ec6253090daafb05f13cabb8aec7ef.jpg?ce=0,https://www.agoda.com/private-villa-with-infinity-view-of-lake-cileunca/hotel/palayangan-id.html,0.65,unique_primary,,,,,2,P1_core_rating_price_missing,missing_rating_reviews|missing_price|missing_sentiment,scrape_place_rating_reviews_and_price,3
LODGE-00316,SKYVAN Villa,villa,-6.8165,107.545,bandung_raya_valid,,,,,4,0.6148405696837275,Positif,Balkon; Parkir gratis; Wi-Fi gratis,https://pix8.agoda.net/geo/poi/1509883/b64dcc27a5930fc1513427c3e448a516.jpg?ce=0,https://www.agoda.com/villa-skyvan-cisarua-lembang/hotel/pasirlangu-id.html,0.65,unique_primary,,,,,2,P1_core_rating_price_missing,missing_rating_reviews|missing_price,scrape_place_rating_reviews_and_price,4
LODGE-00317,Sekar Arum Villa,villa,-6.8035,107.5502,bandung_raya_valid,,,,,8,0.6373202558652086,Positif,Dapur; TV Kabel; Parkir gratis,https://pix8.agoda.net/hotelImages/64629715/0/6af6be607ab4d22a9f77ed0fae2e3f73.jpg?ce=0&s=312x,https://www.bluepillow.com/search/67a243f5905c444f2d0d835a?dest=ago&cat=Vacation+rental+(other)&lat=-6.80347&lng=107.5502&language=en,0.65,unique_primary,,,,,2,P1_core_rating_price_missing,missing_rating_reviews|missing_price,scrape_place_rating_reviews_and_price,4
LODGE-00725,Skyline BlueDome Villa Ciwidey,villa,-7.1227,107.4143,bandung_raya_valid,,,,,1,0.597369298004005,Positif,Balkon; Bak air panas; Dapur; Microwave; Pemanggang luar ruang; Parkir gratis; Wi-Fi gratis,https://pix8.agoda.net/hotelImages/43494048/0/d7b55d99768fdbb068b17b17053ea08b.jpg?ce=0,https://www.agoda.com/skyline-bluedome-villa-ciwidey/hotel/bandung-id.html,0.65,unique_primary,,,,,2,P1_core_rating_price_missing,missing_rating_reviews|missing_price,scrape_place_rating_reviews_and_price,4
LODGE-00727,Three bedroom villa with garden view,villa,-7.1956,107.5419,bandung_raya_valid,,,,,5,0.5913456572747164,Positif,Balkon; Dapur; Kolam renang luar; Parkir gratis; Wi-Fi gratis,https://pix8.agoda.net/hotelImages/37123041/0/3a7667de15a2c6c561ffde3b1b8c1c59.jpg?ce=0,https://www.agoda.com/three-bedroom-villa-with-garden-view/hotel/palayangan-id.html,0.65,unique_primary,,,,,2,P1_core_rating_price_missing,missing_rating_reviews|missing_price,scrape_place_rating_reviews_and_price,4
LODGE-00728,VILLA CONTAINER ETHNICS,villa,-7.1114,107.4235,bandung_raya_valid,,,,,0,,Belum tersedia,Balkon; Dapur; Pemanggang luar ruang; Parkir gratis,https://pix8.agoda.net/geo/poi/32542/2_32542_02.jpg?ca=6&ce=1,https://www.agoda.com/villa-container-ethnics/hotel/bandung-id.html,0.65,unique_primary,,,,,2,P1_core_rating_price_missing,missing_rating_reviews|missing_price|missing_sentiment,scrape_place_rating_reviews_and_price,3
LODGE-00729,VILLA GREEN APPLE BLOK U 76,villa,-6.8118,107.1454,bandung_raya_valid,,,,,1,0.5968276261084774,Positif,Balkon; Parkir gratis; Wi-Fi gratis,https://pix8.agoda.net/hotelImages/36881116/0/40740efb7256f624eed925a4218d3f7a.png?ce=0,https://www.agoda.com/villa-green-apple-blok-u-76/hotel/cianjur-id.html,0.65,unique_primary,,,,,2,P1_core_rating_price_missing,missing_rating_reviews|missing_price,scrape_place_rating_reviews_and_price,4
